,id,textBook,grade,articleId,Page,sentenceId,sentence,mask_id,masked_Word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
4589,969,NH,2,26,P110,8,How about this orange one?,2,about,[CLS],How,[MASK],this,orange,one,?,[SEP],,,,,,,,,,,,,,,,,,
4590,984,NH,2,27,P114,6,"If you’re interested, I can tell you more about it.",11,about,[CLS],If,you,’re,interested,",",I,can,tell,you,more,[MASK],it,.,[SEP],,,,,,,,,,,
4591,1026,NH,2,29,P120,25,"If you use one solar cooker, you can save about 550 kilograms of wood every year.",11,about,[CLS],If,you,use,one,solar,cooker,",",you,can,save,[MASK],550,kilograms,of,wood,every,year,.,[SEP],,,,,,
4592,1036,NH,3,1,P4,3,I'm going to talk about Canada.,6,about,[CLS],I,'m,going,to,talk,[MASK],Canada,.,[SEP],,,,,,,,,,,,,,,,
4593,1058,NH,3,2,P8,15,How about now?,2,about,[CLS],How,[MASK],now,?,[SEP],,,,,,,,,,,,,,,,,,,,
4594,1068,NH,3,2,P12,25,I read about ukiyo-e and Japanese pop culture today.,3,about,[CLS],I,read,[MASK],ukiyo,-e,and,Japanese,pop,culture,today,.,[SEP],,,,,,,,,,,,,
4595,1069,NH,3,2,P12,26,"I knew little about them before, but I learned that both are much loved in foreign countries.",4,about,[CLS],I,knew,little,[MASK],them,before,",",but,I,learned,that,both,are,much,loved,in,foreign,countries,.,[SEP],,,,,
4596,1134,NH,3,6,P24,12,"Paulo, your coach, told me about you.",8,about,[CLS],Paulo,",",your,coach,",",told,me,[MASK],you,.,[SEP],,,,,,,,,,,,,,
4597,1138,NH,3,6,P24,16,For about eight years.,2,about,[CLS],For,[MASK],eight,years,.,[SEP],,,,,,,,,,,,,,,,,,,
4598,1147,NH,3,6,P26,25,Its water power produces about eighty percent of Brazil's electricity.,5,about,[CLS],Its,water,power,produces,[MASK],eighty,percent,of,Brazil,'s,electricity,.,[SEP],,,,,,,,,,,,
4599,1150,NH,3,6,P26,28,That forest produces about twenty percent of the world's oxygen.,4,about,[CLS],That,forest,produces,[MASK],twenty,percent,of,the,world,'s,oxygen,.,[SEP],,,,,,,,,,,,
4600,1156,NH,3,6,P28,34,"Between the 1970s and 2010, about 740,000 square kilometers of the forest disappeared.",7,about,[CLS],Between,the,1970s,and,2010,",",[MASK],"740,000",square,kilometers,of,the,forest,disappeared,.,[SEP],,,,,,,,,
4601,1158,NH,3,6,P28,36,I've been worried about this problem since I was in elementary school.,5,about,[CLS],I,'ve,been,worried,[MASK],this,problem,since,I,was,in,elementary,school,.,[SEP],,,,,,,,,,
4602,1214,NH,3,8,P40,40,Learning about the people behind the products is another.,2,about,[CLS],Learning,[MASK],the,people,behind,the,products,is,another,.,[SEP],,,,,,,,,,,,,,
4603,1215,NH,3,8,P40,41,I was glad to learn about fair trade today.,6,about,[CLS],I,was,glad,to,learn,[MASK],fair,trade,today,.,[SEP],,,,,,,,,,,,,,
4604,1358,NH,3,15,P74,15,"Today, let’s talk about living with robots.",6,about,[CLS],Today,",",let,’s,talk,[MASK],living,with,robots,.,[SEP],,,,,,,,,,,,,,
4605,1368,NH,3,15,P74,25,I’m worried about losing our future jobs.,4,about,[CLS],I,’m,worried,[MASK],losing,our,future,jobs,.,[SEP],,,,,,,,,,,,,,,
4606,1378,NH,3,15,P76,35,"In my opinion, you should keep thinking about the best way to live with robots.",9,about,[CLS],In,my,opinion,",",you,should,keep,thinking,[MASK],the,best,way,to,live,with,robots,.,[SEP],,,,,,,
4607,1402,NH,3,17,P84,6,What was it about?,4,about,[CLS],What,was,it,[MASK],?,[SEP],,,,,,,,,,,,,,,,,,,
4608,1403,NH,3,17,P84,7,It was about the life of Aung San Suu Kyi.,3,about,[CLS],It,was,[MASK],the,life,of,Aung,San,Suu,Kyi.,[SEP],,,,,,,,,,,,,,
4609,1404,NH,3,17,P84,8,Is she the woman Ms. Baker talked about?,8,about,[CLS],Is,she,the,woman,Ms.,Baker,talked,[MASK],?,[SEP],,,,,,,,,,,,,,,
4610,1429,NH,3,18,P92,4,"First, if we have school uniforms, we do not have to worry about what to wear every day.",15,about,[CLS],First,",",if,we,have,school,uniforms,",",we,do,not,have,to,worry,[MASK],what,to,wear,every,day,.,[SEP],,,
4611,1485,NH,3,21,P102,30,The woman began to eat and told him about herself.  ,9,about,[CLS],The,woman,began,to,eat,and,told,him,[MASK],herself,.,[SEP],,,,,,,,,,,,,
4612,1499,NH,3,21,P103,42,Rudolf did not think that he should tell her about the cards.,10,about,[CLS],Rudolf,did,not,think,that,he,should,tell,her,[MASK],the,cards,.,[SEP],,,,,,,,,,,
4613,1510,NH,3,21,P104,52,"On his way home, Rudolf thought about his day.  ",8,about,[CLS],On,his,way,home,",",Rudolf,thought,[MASK],his,day,.,[SEP],,,,,,,,,,,,,
4614,1515,NH,3,22,P106,2,"He was a university student, and one day he was looking at a book about Alaska.  ",16,about,[CLS],He,was,a,university,student,",",and,one,day,he,was,looking,at,a,book,[MASK],Alaska,.,[SEP],,,,,,
4615,1523,NH,3,22,P107,10,"He learned about Inuit food, family life, and culture.  ",3,about,[CLS],He,learned,[MASK],Inuit,food,",",family,life,",",and,culture,.,[SEP],,,,,,,,,,,,
4616,1533,NH,3,22,P108,20,Once he wrote about flying to the tundra to photograph caribou.  ,4,about,[CLS],Once,he,wrote,[MASK],flying,to,the,tundra,to,photograph,caribou,.,[SEP],,,,,,,,,,,,
4617,1555,NH,3,22,P111,42,Maybe Michio’s Alaskan photographs will encourage us to think about the beautiful Earth we share.,11,about,[CLS],Maybe,Michio,’s,Alaskan,photographs,will,encourage,us,to,think,[MASK],the,beautiful,Earth,we,share,.,[SEP],,,,,,,
4618,13,NH,1,1,P5,14,Repeat after me.,2,after,[CLS],Repeat,[MASK],me,.,[SEP],,,,,,,,,,,,,,,,,,,,
4619,329,NH,1,23,P104,6,I play soccer after school.,4,after,[CLS],I,play,soccer,[MASK],school,.,[SEP],,,,,,,,,,,,,,,,,,
4620,515,NH,2,5,P16,3,"After lunch, I went to the library and borrowed some books.",1,After,[CLS],[MASK],lunch,",",I,went,to,the,library,and,borrowed,some,books,.,[SEP],,,,,,,,,,,
4621,660,NH,2,13,P50,14,"After this little fight, Ben took the cow.",1,After,[CLS],[MASK],this,little,fight,",",Ben,took,the,cow,.,[SEP],,,,,,,,,,,,,,
4622,761,NH,2,15,P64,12,I have to look after my neighbor’s children.,5,after,[CLS],I,have,to,look,[MASK],my,neighbor,’s,children,.,[SEP],,,,,,,,,,,,,,
4623,1007,NH,2,29,P118,6,You can also use one after a disaster.,6,after,[CLS],You,can,also,use,one,[MASK],a,disaster,.,[SEP],,,,,,,,,,,,,,,
4624,1296,NH,3,12,P57,33,"After a while, the boy stopped crying and quietly died.  ",1,After,[CLS],[MASK],a,while,",",the,boy,stopped,crying,and,quietly,died,.,[SEP],,,,,,,,,,,,
4625,1322,NH,3,13,P62,22,"After the earthquake hit Japan in 2011, he wondered how to help as a craftsperson.",1,After,[CLS],[MASK],the,earthquake,hit,Japan,in,2011,",",he,wondered,how,to,help,as,a,craftsperson,.,[SEP],,,,,,,
4626,1475,NH,3,21,P101,20,"After a while, the woman opened her eyes. ",1,After,[CLS],[MASK],a,while,",",the,woman,opened,her,eyes,.,[SEP],,,,,,,,,,,,,,
4627,1529,NH,3,22,P108,16,"After Michio finished university in Japan, he returned to Alaska.  ",1,After,[CLS],[MASK],Michio,finished,university,in,Japan,",",he,returned,to,Alaska,.,[SEP],,,,,,,,,,,,
4628,17,NH,1,1,P5,18,Say that again.,3,again,[CLS],Say,that,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,,
4629,691,NH,2,13,P53,45,"Please take it back, and be my friend again.",10,again,[CLS],Please,take,it,back,",",and,be,my,friend,[MASK],.,[SEP],,,,,,,,,,,,,
4630,1289,NH,3,12,P56,26,Then she began to sing again.,6,again,[CLS],Then,she,began,to,sing,[MASK],.,[SEP],,,,,,,,,,,,,,,,,
4631,1295,NH,3,12,P57,32,She held the boy more tightly and began to sing again.,11,again,[CLS],She,held,the,boy,more,tightly,and,began,to,sing,[MASK],.,[SEP],,,,,,,,,,,,
4632,1300,NH,3,12,P57,37,"Morning came and the sun rose, but the girl never moved again.",13,again,[CLS],Morning,came,and,the,sun,rose,",",but,the,girl,never,moved,[MASK],.,[SEP],,,,,,,,,,
4633,1421,NH,3,17,P88,25,"In the end, she stayed in Myanmar and never saw him again.",13,again,[CLS],In,the,end,",",she,stayed,in,Myanmar,and,never,saw,him,[MASK],.,[SEP],,,,,,,,,,
4634,1461,NH,3,21,P100,6,Rudolf wondered why and walked past the card man again.  ,10,again,[CLS],Rudolf,wondered,why,and,walked,past,the,card,man,[MASK],.,[SEP],,,,,,,,,,,,,
4635,1364,NH,3,15,P74,21,I agree with her in part.,2,agree,[CLS],I,[MASK],with,her,in,part,.,[SEP],,,,,,,,,,,,,,,,,
4636,491,NH,2,4,P10,1,"April 20, 4:25 a.m.",1,April,[CLS],[MASK],20,",",4:25,a.m.,[SEP],,,,,,,,,,,,,,,,,,,
4637,504,NH,2,4,P12,14,"In Japan, the school year starts in April.",9,April,[CLS],In,Japan,",",the,school,year,starts,in,[MASK],.,[SEP],,,,,,,,,,,,,,
4638,513,NH,2,5,P16,1,"Saturday, April 28",3,April,[CLS],Saturday,",",[MASK],28,[SEP],,,,,,,,,,,,,,,,,,,,
4639,518,NH,2,5,P16,6,"Sunday, April 29",3,April,[CLS],Sunday,",",[MASK],29,[SEP],,,,,,,,,,,,,,,,,,,,
4640,1067,NH,3,2,P12,24,"Friday, April 22",3,April,[CLS],Friday,",",[MASK],22,[SEP],,,,,,,,,,,,,,,,,,,,
4641,915,NH,2,22,P98,27,His hatred of his parents began to fade.,6,began,[CLS],His,hatred,of,his,parents,[MASK],to,fade,.,[SEP],,,,,,,,,,,,,,,
4642,1289,NH,3,12,P56,26,Then she began to sing again.,3,began,[CLS],Then,she,[MASK],to,sing,again,.,[SEP],,,,,,,,,,,,,,,,,
4643,1295,NH,3,12,P57,32,She held the boy more tightly and began to sing again.,8,began,[CLS],She,held,the,boy,more,tightly,and,[MASK],to,sing,again,.,[SEP],,,,,,,,,,,,
4644,1474,NH,3,21,P101,19,"She began to fall, but Rudolf caught her in his arms and carried her to a sofa in the room.  ",2,began,[CLS],She,[MASK],to,fall,",",but,Rudolf,caught,her,in,his,arms,and,carried,her,to,a,sofa,in,the,room,.,[SEP],,
4645,1485,NH,3,21,P102,30,The woman began to eat and told him about herself.  ,3,began,[CLS],The,woman,[MASK],to,eat,and,told,him,about,herself,.,[SEP],,,,,,,,,,,,,
4646,915,NH,2,22,P98,27,His hatred of his parents began to fade.,6,began,[CLS],His,hatred,of,his,parents,[MASK],to,fade,.,[SEP],,,,,,,,,,,,,,,
4647,1289,NH,3,12,P56,26,Then she began to sing again.,3,began,[CLS],Then,she,[MASK],to,sing,again,.,[SEP],,,,,,,,,,,,,,,,,
4648,1295,NH,3,12,P57,32,She held the boy more tightly and began to sing again.,8,began,[CLS],She,held,the,boy,more,tightly,and,[MASK],to,sing,again,.,[SEP],,,,,,,,,,,,
4649,1474,NH,3,21,P101,19,"She began to fall, but Rudolf caught her in his arms and carried her to a sofa in the room.  ",2,began,[CLS],She,[MASK],to,fall,",",but,Rudolf,caught,her,in,his,arms,and,carried,her,to,a,sofa,in,the,room,.,[SEP],,
4650,1485,NH,3,21,P102,30,The woman began to eat and told him about herself.  ,3,began,[CLS],The,woman,[MASK],to,eat,and,told,him,about,herself,.,[SEP],,,,,,,,,,,,,
4651,111,NH,1,6,P42,26,I want a black belt.,4,black,[CLS],I,want,a,[MASK],belt,.,[SEP],,,,,,,,,,,,,,,,,,
4652,656,NH,2,13,P50,10,"It has the same long, black tail as my other cows.",7,black,[CLS],It,has,the,same,long,",",[MASK],tail,as,my,other,cows,.,[SEP],,,,,,,,,,,
4653,605,NH,2,9,P38,17,You need to break the language barrier.,4,break,[CLS],You,need,to,[MASK],the,language,barrier,.,[SEP],,,,,,,,,,,,,,,,
4654,1048,NH,3,2,P6,5,They were brought from Japan to Europe.,3,brought,[CLS],They,were,[MASK],from,Japan,to,Europe,.,[SEP],,,,,,,,,,,,,,,,
4655,1117,NH,3,5,P20,20,How were the kimonos brought from Japan to Hawaii? ,5,brought,[CLS],How,were,the,kimonos,[MASK],from,Japan,to,Hawaii,?,[SEP],,,,,,,,,,,,,,
4656,1397,NH,3,17,P82,1,This is a book I brought from the United States.,6,brought,[CLS],This,is,a,book,I,[MASK],from,the,United,States,.,[SEP],,,,,,,,,,,,,
4657,1451,NH,3,20,P98,13,"We brought different ideas together, and completed a wonderful movie in the end.  ",2,brought,[CLS],We,[MASK],different,ideas,together,",",and,completed,a,wonderful,movie,in,the,end,.,[SEP],,,,,,,,,
4658,683,NH,2,13,P52,37,"Well, I built a bridge over the stream.",4,built,[CLS],Well,",",I,[MASK],a,bridge,over,the,stream,.,[SEP],,,,,,,,,,,,,,
4659,698,NH,2,13,P53,51,You built a bridge between us.,2,built,[CLS],You,[MASK],a,bridge,between,us,.,[SEP],,,,,,,,,,,,,,,,,
4660,703,NH,2,13,P53,56,I have many other bridges to build.,7,build,[CLS],I,have,many,other,bridges,to,[MASK],.,[SEP],,,,,,,,,,,,,,,,
4661,683,NH,2,13,P52,37,"Well, I built a bridge over the stream.",4,built,[CLS],Well,",",I,[MASK],a,bridge,over,the,stream,.,[SEP],,,,,,,,,,,,,,
4662,698,NH,2,13,P53,51,You built a bridge between us.,2,built,[CLS],You,[MASK],a,bridge,between,us,.,[SEP],,,,,,,,,,,,,,,,,
4663,703,NH,2,13,P53,56,I have many other bridges to build.,7,build,[CLS],I,have,many,other,bridges,to,[MASK],.,[SEP],,,,,,,,,,,,,,,,
4664,1474,NH,3,21,P101,19,"She began to fall, but Rudolf caught her in his arms and carried her to a sofa in the room.  ",14,carried,[CLS],She,began,to,fall,",",but,Rudolf,caught,her,in,his,arms,and,[MASK],her,to,a,sofa,in,the,room,.,[SEP],,
4665,520,NH,2,5,P16,8,We caught many fish.,2,caught,[CLS],We,[MASK],many,fish,.,[SEP],,,,,,,,,,,,,,,,,,,
4666,1474,NH,3,21,P101,19,"She began to fall, but Rudolf caught her in his arms and carried her to a sofa in the room.  ",8,caught,[CLS],She,began,to,fall,",",but,Rudolf,[MASK],her,in,his,arms,and,carried,her,to,a,sofa,in,the,room,.,[SEP],,
4667,1516,NH,3,22,P106,3,A photograph in the book caught his attention.  ,6,caught,[CLS],A,photograph,in,the,book,[MASK],his,attention,.,[SEP],,,,,,,,,,,,,,,
4668,1547,NH,3,22,P110,34,The polar bears and seals photographed by Michio cannot hunt and catch food.  ,13,catch,[CLS],The,polar,bears,and,seals,photographed,by,Michio,can,not,hunt,and,[MASK],food,.,[SEP],,,,,,,,,
4669,761,NH,2,15,P64,12,I have to look after my neighbor’s children.,9,children,[CLS],I,have,to,look,after,my,neighbor,’s,[MASK],.,[SEP],,,,,,,,,,,,,,
4670,909,NH,2,22,P98,21,My wife and children will welcome you.,4,children,[CLS],My,wife,and,[MASK],will,welcome,you,.,[SEP],,,,,,,,,,,,,,,,
4671,991,NH,2,28,P116,6,"In 1975, the government started it to help poor children in Venezuela.",11,children,[CLS],In,1975,",",the,government,started,it,to,help,poor,[MASK],in,Venezuela,.,[SEP],,,,,,,,,,
4672,992,NH,2,28,P116,7,"In this program, children can borrow instruments and become a member of an orchestra.",5,children,[CLS],In,this,program,",",[MASK],can,borrow,instruments,and,become,a,member,of,an,orchestra,.,[SEP],,,,,,,,
4673,996,NH,2,28,P116,11,"More than 350,000 children are members.",4,children,[CLS],More,than,"350,000",[MASK],are,members,.,[SEP],,,,,,,,,,,,,,,,,
4674,1019,NH,2,29,P119,18,A lot of children die from its smoke.,4,children,[CLS],A,lot,of,[MASK],die,from,its,smoke,.,[SEP],,,,,,,,,,,,,,,
4675,1022,NH,2,29,P120,21,"Collecting wood is hard work, especially for women and children.  ",11,children,[CLS],Collecting,wood,is,hard,work,",",especially,for,women,and,[MASK],.,[SEP],,,,,,,,,,,,
4676,1127,NH,3,6,P22,5,I've loved Japanese anime since I was a little child.,11,child,[CLS],I,'ve,loved,Japanese,anime,since,I,was,a,little,[MASK],.,[SEP],,,,,,,,,,,,
4677,1200,NH,3,8,P38,26,Many children in Ghana have to work on farms to help their families.,2,children,[CLS],Many,[MASK],in,Ghana,have,to,work,on,farms,to,help,their,families,.,[SEP],,,,,,,,,,
4678,1209,NH,3,8,P40,35,The children in today’s video don’t know that cacao is made into chocolate.,2,children,[CLS],The,[MASK],in,today,’s,video,do,n’t,know,that,cacao,is,made,into,chocolate,.,[SEP],,,,,,,,
4679,1212,NH,3,8,P40,38,What can we do for those children?,7,children,[CLS],What,can,we,do,for,those,[MASK],?,[SEP],,,,,,,,,,,,,,,,
4680,875,NH,2,21,P94,4,"This is my town in Fujian, China.",8,China,[CLS],This,is,my,town,in,Fujian,",",[MASK],.,[SEP],,,,,,,,,,,,,,,
4681,409,NH,1,29,P120,10,"I enjoy your class, too.",4,class,[CLS],I,enjoy,your,[MASK],",",too,.,[SEP],,,,,,,,,,,,,,,,,
4682,481,NH,2,3,P8,2,Our class starts in a few minutes.,2,class,[CLS],Our,[MASK],starts,in,a,few,minutes,.,[SEP],,,,,,,,,,,,,,,,
4683,507,NH,2,4,P12,17,Each class sings together on stage.,2,class,[CLS],Each,[MASK],sings,together,on,stage,.,[SEP],,,,,,,,,,,,,,,,,
4684,1445,NH,3,20,P98,7,But a class called Filmmaking has changed me.,3,class,[CLS],But,a,[MASK],called,Filmmaking,has,changed,me,.,[SEP],,,,,,,,,,,,,,,
4685,1446,NH,3,20,P98,8,Filmmaking is an elective class that is very popular in my school.  ,5,class,[CLS],Filmmaking,is,an,elective,[MASK],that,is,very,popular,in,my,school,.,[SEP],,,,,,,,,,,
4686,1447,NH,3,20,P98,9,"In the class, students work in groups and learn how to make their own movies.  ",3,class,[CLS],In,the,[MASK],",",students,work,in,groups,and,learn,how,to,make,their,own,movies,.,[SEP],,,,,,,
4687,514,NH,2,5,P16,2,I cleaned my room in the morning.,2,cleaned,[CLS],I,[MASK],my,room,in,the,morning,.,[SEP],,,,,,,,,,,,,,,,
4688,967,NH,2,26,P110,6,What color are you looking for?,2,color,[CLS],What,[MASK],are,you,looking,for,?,[SEP],,,,,,,,,,,,,,,,,
4689,567,NH,2,7,P28,4,Could you take our picture?,1,Could,[CLS],[MASK],you,take,our,picture,?,[SEP],,,,,,,,,,,,,,,,,,
4690,570,NH,2,7,P28,7,"Could you take another one, please?",1,Could,[CLS],[MASK],you,take,another,one,",",please,?,[SEP],,,,,,,,,,,,,,,,
4691,583,NH,2,8,P34,12,"I tried to learn the whole menu, but I couldn’t.",11,could,[CLS],I,tried,to,learn,the,whole,menu,",",but,I,[MASK],n’t,.,[SEP],,,,,,,,,,,
4692,779,NH,2,16,P72,16,"When I sat in it, I couldn’t use it easily.",8,could,[CLS],When,I,sat,in,it,",",I,[MASK],n’t,use,it,easily,.,[SEP],,,,,,,,,,,
4693,893,NH,2,22,P96,5,But the boy could not see it because he was blind.,4,could,[CLS],But,the,boy,[MASK],not,see,it,because,he,was,blind,.,[SEP],,,,,,,,,,,,
4694,1129,NH,3,6,P22,7,I'm glad I could finally come to Japan.,5,could,[CLS],I,'m,glad,I,[MASK],finally,come,to,Japan,.,[SEP],,,,,,,,,,,,,,
4695,1255,NH,3,11,P53,16,We could see a band of bright green lights in the sky.,2,could,[CLS],We,[MASK],see,a,band,of,bright,green,lights,in,the,sky,.,[SEP],,,,,,,,,,,
4696,1259,NH,3,11,P53,20,"In Lapland, I could feel a sense of living within nature.",5,could,[CLS],In,Lapland,",",I,[MASK],feel,a,sense,of,living,within,nature,.,[SEP],,,,,,,,,,,
4697,1333,NH,3,14,P68,2,Could you tell me how to get to Kokuritsu-kyogijo Station?,1,Could,[CLS],[MASK],you,tell,me,how,to,get,to,Kokuritsu-kyogijo,Station,?,[SEP],,,,,,,,,,,,,
4698,1389,NH,3,16,P80,10,Could you tell her to come to my house at two?,1,Could,[CLS],[MASK],you,tell,her,to,come,to,my,house,at,two,?,[SEP],,,,,,,,,,,,
4699,1420,NH,3,17,P88,24,"She wanted to visit him in the U.K., but she could not leave her suffering people behind.",12,could,[CLS],She,wanted,to,visit,him,in,the,U.K.,",",but,she,[MASK],not,leave,her,suffering,people,behind,.,[SEP],,,,,
4700,147,NH,1,11,P58,2,It’s a recipe for curry.,6,curry,[CLS],It,’s,a,recipe,for,[MASK],.,[SEP],,,,,,,,,,,,,,,,,
4701,151,NH,1,11,P58,6,It’s a block of curry.,6,curry,[CLS],It,’s,a,block,of,[MASK],.,[SEP],,,,,,,,,,,,,,,,,
4702,154,NH,1,11,P60,9,How’s the curry?,4,curry,[CLS],How,’s,the,[MASK],?,[SEP],,,,,,,,,,,,,,,,,,,
4703,160,NH,1,11,P60,15,"India is famous for curry, right?",5,curry,[CLS],India,is,famous,for,[MASK],",",right,?,[SEP],,,,,,,,,,,,,,,,
4704,633,NH,2,12,P48,4,I’m going to talk about my dream.,8,dream,[CLS],I,’m,going,to,talk,about,my,[MASK],.,[SEP],,,,,,,,,,,,,,,
4705,1354,NH,3,15,P72,11,"Not long ago, robots like those were just a dream.",11,dream,[CLS],Not,long,ago,",",robots,like,those,were,just,a,[MASK],.,[SEP],,,,,,,,,,,,
4706,1356,NH,3,15,P72,13,Our dreams are becoming reality.,2,dreams,[CLS],Our,[MASK],are,becoming,reality,.,[SEP],,,,,,,,,,,,,,,,,,
4707,1521,NH,3,22,P106,8,"He invited Michio to Alaska, and Michio’s dream came true.",10,dream,[CLS],He,invited,Michio,to,Alaska,",",and,Michio,’s,[MASK],came,true,.,[SEP],,,,,,,,,,,
4708,388,NH,1,27,P116,5,"On New Year’s Day, we visited a shrine early in the morning.  ",11,early,[CLS],On,New,Year,’s,Day,",",we,visited,a,shrine,[MASK],in,the,morning,.,[SEP],,,,,,,,,
4709,394,NH,1,28,P118,3,He came to school early and practiced very hard.  ,5,early,[CLS],He,came,to,school,[MASK],and,practiced,very,hard,.,[SEP],,,,,,,,,,,,,,
4710,418,NH,1,30,P122,5,I got up early this morning.  ,4,early,[CLS],I,got,up,[MASK],this,morning,.,[SEP],,,,,,,,,,,,,,,,,
4711,327,NH,1,23,P104,4,I get to school at eight ten.,6,eight,[CLS],I,get,to,school,at,[MASK],ten,.,[SEP],,,,,,,,,,,,,,,,
4712,1138,NH,3,6,P24,16,For about eight years.,3,eight,[CLS],For,about,[MASK],years,.,[SEP],,,,,,,,,,,,,,,,,,,
4713,286,NH,1,20,P90,6,We enjoy it every year.,2,enjoy,[CLS],We,[MASK],it,every,year,.,[SEP],,,,,,,,,,,,,,,,,,
4714,385,NH,1,27,P116,2,"On New Year’s Eve, my friend and I enjoyed the Japanese way of life.  ",11,enjoyed,[CLS],On,New,Year,’s,Eve,",",my,friend,and,I,[MASK],the,Japanese,way,of,life,.,[SEP],,,,,,,
4715,408,NH,1,29,P120,9,But I enjoy my life in Japan with you all.,3,enjoy,[CLS],But,I,[MASK],my,life,in,Japan,with,you,all,.,[SEP],,,,,,,,,,,,,
4716,409,NH,1,29,P120,10,"I enjoy your class, too.",2,enjoy,[CLS],I,[MASK],your,class,",",too,.,[SEP],,,,,,,,,,,,,,,,,
4717,419,NH,1,30,P122,6,I enjoyed breakfast with my family.  ,2,enjoyed,[CLS],I,[MASK],breakfast,with,my,family,.,[SEP],,,,,,,,,,,,,,,,,
4718,430,NH,1,31,P126,5,I enjoyed the day very much.,2,enjoyed,[CLS],I,[MASK],the,day,very,much,.,[SEP],,,,,,,,,,,,,,,,,
4719,462,NH,2,1,P4,6,"We enjoyed delicious food, too.",2,enjoyed,[CLS],We,[MASK],delicious,food,",",too,.,[SEP],,,,,,,,,,,,,,,,,
4720,539,NH,2,6,P20,16,Enjoy your stay.,1,Enjoy,[CLS],[MASK],your,stay,.,[SEP],,,,,,,,,,,,,,,,,,,,
4721,732,NH,2,14,P58,28,Now I can really enjoy my meals.,5,enjoy,[CLS],Now,I,can,really,[MASK],my,meals,.,[SEP],,,,,,,,,,,,,,,,
4722,835,NH,2,18,P84,27,"Now, enjoy listening to some classic rakugo stories in English.",3,enjoy,[CLS],Now,",",[MASK],listening,to,some,classic,rakugo,stories,in,English,.,[SEP],,,,,,,,,,,,
4723,928,NH,2,24,P102,2,"I love dolphins, so I really enjoyed your book.",8,enjoyed,[CLS],I,love,dolphins,",",so,I,really,[MASK],your,book,.,[SEP],,,,,,,,,,,,,
4724,999,NH,2,28,P116,14,I really enjoy playing music with my friends in the orchestra.,3,enjoy,[CLS],I,really,[MASK],playing,music,with,my,friends,in,the,orchestra,.,[SEP],,,,,,,,,,,,
4725,1041,NH,3,1,P4,8,A lot of people go to Canada to enjoy its beautiful nature.,9,enjoy,[CLS],A,lot,of,people,go,to,Canada,to,[MASK],its,beautiful,nature,.,[SEP],,,,,,,,,,,
4726,1206,NH,3,8,P40,32,I enjoyed the event today.,2,enjoyed,[CLS],I,[MASK],the,event,today,.,[SEP],,,,,,,,,,,,,,,,,,
4727,1238,NH,3,10,P50,7,I also enjoyed talking with my friends at night.,3,enjoyed,[CLS],I,also,[MASK],talking,with,my,friends,at,night,.,[SEP],,,,,,,,,,,,,,
4728,1247,NH,3,11,P52,8,"On the trip, we enjoyed many activities.",6,enjoyed,[CLS],On,the,trip,",",we,[MASK],many,activities,.,[SEP],,,,,,,,,,,,,,,
4729,497,NH,2,4,P10,7,My school has lots of fun events.,7,events,[CLS],My,school,has,lots,of,fun,[MASK],.,[SEP],,,,,,,,,,,,,,,,
4730,501,NH,2,4,P10,11,What events do you have at your school?,2,events,[CLS],What,[MASK],do,you,have,at,your,school,?,[SEP],,,,,,,,,,,,,,,
4731,506,NH,2,4,P12,16,"Our school has fun events, like a chorus contest.",5,events,[CLS],Our,school,has,fun,[MASK],",",like,a,chorus,contest,.,[SEP],,,,,,,,,,,,,
4732,955,NH,2,25,P106,18,He plans a charity event with volunteers.,5,event,[CLS],He,plans,a,charity,[MASK],with,volunteers,.,[SEP],,,,,,,,,,,,,,,,
4733,1206,NH,3,8,P40,32,I enjoyed the event today.,4,event,[CLS],I,enjoyed,the,[MASK],today,.,[SEP],,,,,,,,,,,,,,,,,,
4734,90,NH,1,6,P38,5,I study it every day.,4,every,[CLS],I,study,it,[MASK],day,.,[SEP],,,,,,,,,,,,,,,,,,
4735,93,NH,1,6,P40,8,Do you practice the guitar every day?,6,every,[CLS],Do,you,practice,the,guitar,[MASK],day,?,[SEP],,,,,,,,,,,,,,,,
4736,110,NH,1,6,P42,25,"I go to judo school every Sunday, too.",6,every,[CLS],I,go,to,judo,school,[MASK],Sunday,",",too,.,[SEP],,,,,,,,,,,,,,
4737,141,NH,1,10,P54,3,"I don’t like math, but I study it every day.",11,every,[CLS],I,do,n’t,like,math,",",but,I,study,it,[MASK],day,.,[SEP],,,,,,,,,,,
4738,191,NH,1,15,P68,5,Does he go to the beach every day?,7,every,[CLS],Does,he,go,to,the,beach,[MASK],day,?,[SEP],,,,,,,,,,,,,,,
4739,286,NH,1,20,P90,6,We enjoy it every year.,4,every,[CLS],We,enjoy,it,[MASK],year,.,[SEP],,,,,,,,,,,,,,,,,,
4740,594,NH,2,9,P36,6,We need to report the news every day.,7,every,[CLS],We,need,to,report,the,news,[MASK],day,.,[SEP],,,,,,,,,,,,,,,
4741,596,NH,2,9,P36,8,Now I read newspapers every morning.,5,every,[CLS],Now,I,read,newspapers,[MASK],morning,.,[SEP],,,,,,,,,,,,,,,,,
4742,801,NH,2,17,P78,7,A bus arrives every ten minutes.,4,every,[CLS],A,bus,arrives,[MASK],ten,minutes,.,[SEP],,,,,,,,,,,,,,,,,
