,sentence,masked_word
4825,"I [MASK] some of them can walk, talk, and even kick a ball.",heard
4826,Then she [MASK] the knock on her green door.,heard
4827,"[MASK], I’m Ikeda Shin.",Hello
4828,"[MASK], everyone. ",Hello
4829,[MASK]?,Hello
4830,"[MASK], Erika?",Hello
4831,"[MASK], everyone.",Hello
4832,"[MASK], everyone.",Hello
4833,[MASK].,Hello
4834,[MASK]. ,Hello
4835,[MASK]?,Hello
4836,[MASK]?,Hello
4837,"[MASK], everyone. ",Hello
4838,[MASK]. ,Hello
4839,"[MASK], everyone. ",Hello
4840,"[MASK], everyone.",Hello
4841,A lot of people are attracted by kawaii culture such as [MASK] Kitty goods and other unique designs.,Hello
4842,"[MASK], everyone.",Hello
4843,[MASK]?,Hello
4844,"[MASK], Mrs. Walker.",Hello
4845,Say [MASK] to your parents for me.,hello
4846,"Well, they come into the backyard of our [MASK].",house
4847,At my sister's [MASK] in London.,house
4848,"Then the door of Ben’s [MASK] opened, and Ben came out of his [MASK].",house
4849,You can see some round [MASK].,houses
4850,I live in one of these [MASK].,houses
4851,About 300 people from 60 families live together in our [MASK].,house
4852,I like my [MASK] and town because living together with a big family is fun.,house
4853,She stayed at our [MASK] for two weeks as a homestay student.,house
4854,Now he often comes to our [MASK] in Japan.,house
4855,Could you tell her to come to my [MASK] at two?,house
4856,Your [MASK] at two.,house
4857,"In 1989, the government put her under [MASK] arrest to stop the movement.",house
4858,"It’s fall in [MASK], so it’s spring in Brazil.",Japan
4859,"Our school is in Midori City, [MASK].",Japan
4860,But I enjoy my life in [MASK] with you all.,Japan
4861,Is it the same in [MASK]?,Japan
4862,"In [MASK], the school year starts in April.",Japan
4863,You wrote your message at 4:25 a.m. [MASK] time.,Japan
4864,Kyushu is in the southwest of [MASK].  ,Japan
4865,They were brought from [MASK] to Europe.,Japan
4866,Kawaii  is also used outside [MASK] now.,Japan
4867,It makes me proud of [MASK].,Japan
4868,I also learned that ukiyo-e was pop culture in [MASK] during the Edo period.,Japan
4869,There are many kinds of yunomi in [MASK].,Japan
4870,How were the kimonos brought from [MASK] to Hawaii? ,Japan
4871,I've lived in [MASK] for a month.,Japan
4872,I'm glad I could finally come to [MASK].,Japan
4873,Now he often comes to our house in [MASK].,Japan
4874,That's almost twice the size of [MASK].,Japan
4875,"I lived in [MASK] before, and I have been a big fan of yours since then.",Japan
4876,"After the earthquake hit [MASK] in 2011, he wondered how to help as a craftsperson.",Japan
4877,"Millions of people have listened to them at concerts or on TV not only in [MASK], but also around the world.",Japan
4878,"Yes, especially robots made in [MASK].",Japan
4879,"I lived in [MASK] before, and moved here last year.",Japan
4880,"After Michio finished university in [MASK], he returned to Alaska.  ",Japan
4881,The blue whale is the [MASK] of all animals.,largest
4882,"It's the world's second [MASK] country, but its population is only thirty-three million.",largest
4883,It's the [MASK] river in the world.,largest
4884,Let’s check it out [MASK].,later
4885,A few days [MASK]. ,later
4886,A few days [MASK]. ,later
4887,Turn [MASK] at the second traffic light.,left
4888,I [MASK] home at seven fifty.,leave
4889,He [MASK] with a smile.,left
4890,Why did everyone [MASK] me?,leave
4891,Both of them [MASK] home when he was a baby.,left
4892,But can I [MASK] a message?,leave
4893,"She wanted to visit him in the U.K., but she could not [MASK] her suffering people behind.",leave
4894,"As the plane [MASK] him, Michio felt lonely in a vast wilderness.  ",left
4895,Turn left at the second traffic [MASK].,light
4896,We could see a band of bright green [MASK] in the sky.,lights
4897,We have [MASK] at twelve thirty.,lunch
4898,"After [MASK], I went to the library and borrowed some books.",lunch
4899,"Last [MASK], we had a dance.",month
4900,I've lived in Japan for a [MASK].,month
4901,"It took six [MASK], but the mayor wrote back.  ",months
4902,He stayed there alone for one [MASK].  ,month
4903,Maybe you know it from the Harry Potter [MASK].,movies
4904,"Oh, then you should see this [MASK], Dolphin Tale.",movie
4905,That scene is the most impressive in the [MASK].,movie
4906,Let’s talk about the [MASK] tomorrow.,movie
4907,This [MASK] is a true story of the bond between people and animals.,movie
4908,I saw an impressive [MASK] yesterday.,movie
4909,"In the class, students work in groups and learn how to make their own [MASK].  ",movies
4910,"We brought different ideas together, and completed a wonderful [MASK] in the end.  ",movie
4911,"Second, [MASK].",music
4912,"I like [MASK], too.",music
4913,Do you write original [MASK]?,music
4914,We watched a [MASK] show on TV.  ,music
4915,He liked [MASK] very much.,music
4916,I like classical [MASK].,music
4917,"My family is poor, but I learn [MASK] thanks to a special program.",music
4918,I really enjoy playing [MASK] with my friends in the orchestra.,music
4919,I think the power of [MASK] is great.,music
4920,I’ve [MASK] seen it before.,never
4921,Some of them have [MASK] been to school.,never
4922,They have [MASK] eaten chocolate themselves.,never
4923,I’ve [MASK] seen such a beautiful temple before!,never
4924,I’ll [MASK] forget this trip.,never
4925,I’ve [MASK] seen such a beautiful aurora before.,never
4926,"Morning came and the sun rose, but the girl [MASK] moved again.",never
4927,"She was locked up for 15 years in total, but she [MASK] gave up.",never
4928,"In the end, she stayed in Myanmar and [MASK] saw him again.",never
4929,I’ll [MASK] forget winning the city championship.,never
4930,I read it last [MASK].  ,night
4931,I mistook the shampoo for the conditioner last [MASK].,night
4932,I also enjoyed talking with my friends at [MASK].,night
4933,We went to a vast snow field at [MASK] to see one.,night
4934,"One summer [MASK], the tree heard a lullaby.",night
4935,"I heard a lullaby that [MASK], too.",night
4936,[MASK] came.,Night
4937,"Rudolf said, Well, good [MASK].",night
4938,I [MASK] have toast and milk.,often
4939,My sister [MASK] draws the koalas in the trees.,often
4940,So I [MASK] ask her about it.,often
4941,"Renewable energy facilities [MASK] cost a lot, but you may find a simple idea, like a solar cooker.  ",often
4942,Your father [MASK] wears aloha shirts to work.,often
4943,Now he [MASK] comes to our house in Japan.,often
4944,He [MASK] camped in severe weather to photograph animals in the wild.  ,often
4945,Do you know any [MASK] good books?,other
4946,"We live far away from each [MASK], but we can be friends.",other
4947,"[MASK] people were fishing there, too.",Other
4948,It has the same short legs as my [MASK] cows.,other
4949,"It has the same long, black tail as my [MASK] cows.",other
4950,I have many [MASK] bridges to build.,other
4951,Maybe some [MASK] time.,other
4952,"These days, rakugo is spreading to [MASK] countries.",other
4953,"He wanted to hear some [MASK] hymns, and so he went to a church.",other
4954,He decided to help [MASK] people in need.,other
4955,She can swim as well as [MASK] dolphins.,other
4956,"There are [MASK] examples of this energy, such as water, wind, and natural heat in the ground.",other
4957,A lot of people are attracted by kawaii culture such as Hello Kitty goods and [MASK] unique designs.,other
4958,"Many people lost their lives, and many [MASK] were injured.",others
4959,[MASK] robots can work in dangerous places instead of people.,Other
4960,Filmmaking taught me to accept differences and learn from [MASK] people.  ,other
4961,My [MASK] starts at three.,party
4962,We want to hold a farewell [MASK] for you.,party
4963,Thank you for the [MASK].,party
4964,"In 2012, he was given special birthday [MASK] in Hong Kong and Taiwan.",parties
4965,"Do you play the [MASK], too?",piano
4966,Our team won first [MASK].,place
4967,The world is full of interesting [MASK].,places
4968,My favorite [MASK] is Yosemite National Park.,place
4969,Saki’s host family always takes her to interesting [MASK].,places
4970,"These days, many public [MASK] use the idea of universal design.",places
4971,"[MASK], Midori Theater",PLACE
4972,"When you are in a [MASK] like this, you can use a solar cooker.  ",place
4973,"There are many [MASK] to see in Canada, like Niagara Falls and Canadian Rockies.",places
4974,You can see them in many [MASK].,places
4975,Wait in a safe [MASK] until it stops.,place
4976,Other robots can work in dangerous [MASK] instead of people.,places
4977,Michio wanted to visit and experience that [MASK] for himself.  ,place
4978,It took about one and a half hours by [MASK].,plane
4979,"As the [MASK] left him, Michio felt lonely in a vast wilderness.  ",plane
4980,I want to become a scientist and do something for the [MASK] and animals of the Amazon.,plants
4981,Your family has its good [MASK].,points
4982,I found my family’s good [MASK].,points
4983,"The man [MASK] at a theater down the street and said, They’re for a new show.",pointed
4984,I think the [MASK] of music is great.,power
4985,A solar cooker uses solar [MASK].  ,power
4986,Sometimes a simple idea has the [MASK] to change the world for the better.,power
4987,Its water [MASK] produces about eighty percent of Brazil's electricity.,power
4988,The violins have a tender sound with the [MASK] to heal people.,power
4989,Drinking water from [MASK] and lakes is one of the biggest causes of disease.,rivers
4990,"Actually, it's a [MASK], the Amazon.",river
4991,It's the largest [MASK] in the world.,river
4992,She’s twenty-[MASK] years old now.,seven
4993,I get up at [MASK].,seven
4994,I leave home at [MASK] fifty.,seven
4995,Michio saw how humans and animals [MASK] the land.  ,shared
4996,"He used his photographs to [MASK] it with us, ",share
4997,Maybe Michio’s Alaskan photographs will encourage us to think about the beautiful Earth we [MASK].,share
4998,It has the same [MASK] legs as my other cows.,short
4999,"Though his life was cut [MASK], Michio seemed truly happy as a photographer.  ",short
5000,I've loved Japanese anime [MASK] I was a little child.,since
5001,I've been worried about this problem [MASK] I was in elementary school.,since
5002,"I lived in Japan before, and I have been a big fan of yours [MASK] then.",since
5003,It’s [MASK] dollars.,sixty
5004,Haruki is [MASK].,sleeping
5005,He can [MASK] anywhere.,sleep
5006,But I cannot [MASK] tonight.,sleep
5007,I was [MASK] then!,sleeping
5008,"Now you're [MASK], right?",sleeping
5009,"Saki, did you [MASK] well?",sleep
5010,Look at that [MASK] stream over there.,small
5011,It's a [MASK] world!,small
5012,It was a photograph of a [MASK] village surrounded by wilderness.  ,small
5013,I’m [MASK].,sorry
5014,"[MASK], I can't.  ",Sorry
5015,"I’m [MASK] about the cow, Mary.",sorry
5016,"Say, I’m [MASK].",sorry
5017,"I’m [MASK], but I can’t.",sorry
5018,"I’m [MASK], she’s out.",sorry
5019,[MASK] interesting.,Sounds
5020,"Oh, you [MASK] so angry.",sound
5021,"They looked happy, and the song [MASK] sweet.",sounded
5022,The audience listened closely to the [MASK] of the violin.,sound
5023,The violins have a tender [MASK] with the power to heal people.,sound
5024,[MASK] interesting.,Sounds
5025,He [MASK] English really well.,speaks
5026,What language do people in Brazil [MASK]?,speak
5027,We [MASK] Portuguese.,speak
5028,But you [MASK] English well.,speak
5029,"Does Maria [MASK] English, too?",speak
5030,"Which do you [MASK] at home, English or Portuguese?",speak
5031,You have to [MASK] English here.,speak
5032,But you don’t have to [MASK] perfect English.,speak
5033,"May I [MASK] to Erika, please?",speak
5034,"May I [MASK] to Meg, please?",speak
5035,How many hours did you [MASK] at the museum?,spend
5036,We [MASK] three hours there!,spent
5037,We had our [MASK] day in June.,sports
5038,[MASK] up.,Stand
5039,They [MASK] alone in the forest.  ,stood
5040,"A big, old tree [MASK] by a road near the city of Hiroshima.",stands
5041,A young woman [MASK] there.  ,stood
5042,My party [MASK] at three.,starts
5043,Our class [MASK] in a few minutes.,starts
5044,My school [MASK] in September and ends in June.,starts
5045,"In Japan, the school year [MASK] in April.",starts
5046,Mark [MASK] eating the donuts.,starts
5047,Tsutomu [MASK] a new life as a member of the minister’s warm family.,started
5048,"In 1975, the government [MASK] it to help poor children in Venezuela.",started
5049,"Mommy, the boy was [MASK] crying.",still
5050,"She is [MASK] fighting for a world that is free from the displaced, the homeless, and the hopeless.",still
5051,"I’m [MASK] not sure what I can do, but I hope my experiences will help me to find a way.",still
5052,"In English, it's a department [MASK].",store
5053,A department [MASK].,store
5054,It’s a [MASK] of a naughty rabbit.,story
5055,This movie is a true [MASK] of the bond between people and animals.,story
5056,It’s a science fiction [MASK].,story
5057,I told this [MASK] to Sayuri.,story
5058,"Well, I’ll tell you a [MASK].",story
5059,Her [MASK] was nothing new.  ,story
5060,"It’s warm and [MASK] today, so I’m going to ride my bike to the park.",sunny
5061,[MASK] sky above us,Sunny
5062,Can you set the [MASK]?,table
5063,"Put your guns on the [MASK], ",table
5064,Look at the map and the [MASK].,table
5065,He sometimes [MASK] Japanese.,teaches
5066,"In the future, I hope to [MASK] the importance of nature to the next generation.",teach
5067,He [MASK] me soccer when he was in Brazil.,taught
5068,Filmmaking [MASK] me to accept differences and learn from other people.  ,taught
5069,Michio really used the survival skills the Inuit [MASK] him.  ,taught
5070,"I'm fine, [MASK] you.",thank
5071,[MASK] you.,Thank
5072,[MASK] you.,Thank
5073,[MASK] you very much.,Thank
5074,[MASK] you.,Thank
5075,"[MASK] you, Dad.",Thank
5076,[MASK] you.,Thank
5077,"[MASK] you for yesterday, Ms. Brown.",Thank
5078,[MASK] you.  ,Thank
5079,[MASK] you.,Thank
5080,[MASK] you.,Thank
5081,[MASK] you for the party.,Thank
5082,[MASK] you.,Thank
5083,"[MASK] you, Pat.",Thank
5084,"[MASK] you, but I can’t.",Thank
5085,"Yes, [MASK] you.",thank
5086,[MASK] you for your advice.,Thank
5087,[MASK] you.,Thank
5088,[MASK] you.,Thank
5089,"[MASK] you, Deepa.",Thank
5090,[MASK] you.,Thank
5091,[MASK] you.,Thank
5092,"No, [MASK] you.",thank
5093,[MASK] you very much.,Thank
5094,"[MASK] you, everyone.",Thank
5095,"[MASK] you, Mrs. Walker.",Thank
5096,[MASK] you.,Thank
5097,How many rabbits do [MASK] have?,they
5098,"Well, [MASK] come into the backyard of our house.",they
5099,[MASK]’re in your pocket.,They
5100,"[MASK]’re watching henmen, a traditional Chinese art.",They
5101,"Oh, [MASK]’re easy.",they
5102,[MASK]’re not so easy.,They
5103,Two of [MASK] are wrong.,them
5104,People clapped [MASK] hands and prayed.  ,their
5105,Two hunters lost [MASK] way in a forest.  ,their
5106,"[MASK] found a restaurant, Wildcat House.  ",They
5107,[MASK] read a message on the door.  ,They
5108,[MASK] stood alone in the forest.  ,They
5109,The wind blew over [MASK].,them
5110,Now [MASK]'re 400 yen.,they
5111,We gave some fish to [MASK].,them
5112,I love [MASK].,them
5113,Greet customers with a smile to welcome [MASK].,them
5114,People call [MASK] giant sequoias.,them
5115,"One day, [MASK] found a cow.",they
5116,"[MASK] don’t take me anywhere, so I have nothing to do on weekends.",They
5117,Try to find [MASK].,them
5118,[MASK]’re kind and interesting.,They
5119,Talk to [MASK].,them
5120,[MASK] try hard to talk with me.,They
5121,[MASK] like to laugh.,They
5122,"Actually, [MASK]’re very friendly.",they
5123,You can use [MASK] easily and safely.,them
5124,"From now on, when I see someone in need, I’ll give [MASK] a hand.",them
5125,The performer uses [MASK] in different ways.,them
5126,"[MASK] cultures are different, so rakugo performers change parts of the stories.",Their
5127,"Then, everyone can understand [MASK].",them
5128,[MASK] even hold rakugo shows for their patients.,They
5129,I don’t even want to see [MASK].,them
5130,So I’m eating [MASK].,them
5131,People call [MASK] Fujian Tulou.,them
5132,Don’t you think [MASK] look interesting?,they
5133,Both of [MASK] left home when he was a baby.,them
5134,He was interested in [MASK].,them
5135,[MASK] name her Winter and take good care of her.,They
5136,"People at the aquarium are sad, but [MASK] can’t do anything.",they
5137,"With a solar cooker, [MASK] do not have to collect wood anymore.",they
5138,"We get most of this energy from gas and oil, but [MASK] are limited.",they
5139,[MASK] were brought from Japan to Europe.,They
5140,"I knew little about [MASK] before, but I learned that both are much loved in foreign countries.",them
5141,Some of [MASK] are really beautiful.,them
5142,I like [MASK].,them
5143,[MASK]'re very Hawaiian.,They
5144,"Yes, I like [MASK], too.",them
5145,[MASK] were made from Japanese kimonos.,They
5146,You can see [MASK] in many places.,them
5147,"These animals have been there for a long time, but [MASK]'re losing their home now.",they
5148,[MASK] seem a little expensive.,They
5149,"[MASK] work hard, but they can’t make enough money to live.",They
5150,[MASK] work under unfair conditions.,They
5151,Many children in Ghana have to work on farms to help [MASK] families.,their
5152,Some of [MASK] have never been to school.,them
5153,[MASK] have never eaten chocolate themselves.,They
5154,I think choosing fair trade products is one way to support [MASK].,them
5155,"[MASK] looked happy, and the song sounded sweet.",They
5156,"Many people lost [MASK] lives, and many others were injured.",their
5157,[MASK] had burns all over their bodies.,They
5158,"I said to [MASK], Come and rest in my shade.",them
5159,[MASK] have been passed around to many musicians.,They
5160,"Millions of people have listened to [MASK] at concerts or on TV not only in Japan, but also around the world.",them
5161,I want [MASK] to pass on the memories.,them
5162,[MASK] were originally made as industrial robots.,They
5163,Now [MASK] are great musicians.,they
5164,Do you know what [MASK] can do?,they
5165,"I heard some of [MASK] can walk, talk, and even kick a ball.",them
5166,I think robots make our lives better because [MASK] help us in many ways.,they
5167,[MASK] do it quickly and precisely.,They
5168,Robots are so efficient that [MASK]’re taking people’s jobs away.,they
5169,I think [MASK]’re necessary for our future.,they
5170,"Future robots may be able to help [MASK] when they take a bath, or go shopping.",them
5171,"If [MASK] get out of control, we don’t know what [MASK]’ll do.",they
5172,[MASK]’re too dangerous to be our partners.,They
5173,[MASK]’re all winners of the Nobel Peace Prize.,They
5174,"People needed a strong leader, and asked Aung San Suu Kyi to join [MASK].",them
5175,It was a sad decision that [MASK] made together.,they
5176,It wasn’t easy for me to get along with [MASK].  ,them
5177,"In the class, students work in groups and learn how to make [MASK] own movies.  ",their
5178,"Many cards were thrown away on the street, but [MASK] were all for the dentist.",they
5179,"The man pointed at a theater down the street and said, [MASK]’re for a new show.",They
5180,I was handing [MASK] out with the dentist’s cards.,them
5181,[MASK] have to hunt for meat and gather blueberries for food.  ,They
5182,Even the Inuit are losing [MASK] traditional way of life.,their
5183,He studies at a university [MASK].,there
5184,But he goes [MASK] on weekends.,there
5185,What does he do [MASK]?,there
5186,What time is it [MASK] now?,there
5187,We can skate [MASK].,there
5188,Let’s walk [MASK].,there
5189,I had a wonderful time [MASK].  ,there
5190,It’s not [MASK].  ,there
5191,We went [MASK] by car.,there
5192,We spent three hours [MASK]!,there
5193,"Other people were fishing [MASK], too.",there
5194,"Mr. Suzuki, a journalist, took us [MASK].",there
5195,So I want to be a park ranger [MASK].,there
5196,Look at that small stream over [MASK].,there
5197,It stops over [MASK].,there
5198,[MASK] is a single cushion on the stage.,There
5199,[MASK] are many seats for the audience.,There
5200,Is [MASK] a special stage set?,there
5201,"Yes, [MASK] is.",there
5202,[MASK]’s only a cushion.,There
5203,Are [MASK] any props?,there
5204,"Yes, [MASK] are.",there
5205,"[MASK] are beautiful rooms, a great kitchen, a simple tea room, and so on.  ",There
5206,You can learn about history [MASK].,there
5207,[MASK] are about 350 rooms.,There
5208,"I live [MASK] with my parents, grandparents, two uncles, three aunts, and three cousins.",there
5209,"[MASK] are kitchens on the first floor, and food storage rooms on the second floor.",There
5210,[MASK] are living rooms and bedrooms on the third and fourth floors.,There
5211,I like it because [MASK] are many cool characters in it.,there
5212,[MASK] is no electricity or gas.  ,There
5213,"[MASK] are other examples of this energy, such as water, wind, and natural heat in the ground.",There
5214,"[MASK] are many places to see in Canada, like Niagara Falls and Canadian Rockies.",There
5215,[MASK] are many kinds of yunomi in Japan.,There
5216,"These animals have been [MASK] for a long time, but they're losing their home now.",there
5217,It has been popular among tourists for a long time because the nature [MASK] is really beautiful.,there
5218,"On March 11, 2012, [MASK] was a special violin performance in the city of Rikuzentakata.",there
5219,That violin was very special to everyone [MASK].,there
5220,"Take the Ginza Line to Aoyama-itchome, and change trains [MASK].",there
5221,But [MASK]’s also a big problem.,there
5222,Is [MASK] anyone you’ve seen before?,there
5223,"In 1988, [MASK] was a movement for democracy in Myanmar.",there
5224,"[MASK] are students of various cultures in my school, too.  ",There
5225,"I want everyone to learn the importance of respecting differences, and I believe [MASK] will be something I can do to help.  ",there
5226,[MASK] was a dark hallway.  ,There
5227,A young woman stood [MASK].  ,there
5228,"Above the theater entrance, [MASK] was a big sign saying The Green Door.  ",there
5229,[MASK] is always an adventure just around the corner . . .,There
5230,He stayed [MASK] alone for one month.  ,there
5231,Look at [MASK] picture.,this
5232,Write [MASK] down.,this
5233,"Ms. Baker, [MASK] is your pen.",this
5234,[MASK] is a nice picture!,This
5235,Is [MASK] Mt. Fuji?,this
5236,"Ms.Baker, [MASK] is Alex.",this
5237,"Alex, [MASK] is Ms. Baker.",this
5238,"Kota, what’s [MASK]?",this
5239,What’s [MASK]?,this
5240,"Take [MASK] medicine, and take a rest.",this
5241,Look at [MASK] picture. ,this
5242,"[MASK] is Haruki, my brother.",This
5243,[MASK] is Yun-ho.,This
5244,[MASK] is a picture of my home in Brazil.,This
5245,Who’s [MASK] girl?,this
5246,"Well, [MASK] picture is old.",this
5247,Do you know [MASK] book?,this
5248,I like [MASK] book.,this
5249,[MASK] are pictures from our school festival.,These
5250,"Mike, my brother, works in [MASK] Chinese restaurant.",this
5251,"Kota, what do [MASK] Chinese words mean?",these
5252,Go down [MASK] street.,this
5253,I like [MASK] city.,this
5254,[MASK] is Boston Common.,This
5255,"Well, [MASK] museum has many works of Japanese art.",this
5256,Look at [MASK] picture.,this
5257,Where did you travel [MASK] winter?,this
5258,I didn’t travel [MASK] winter.  ,this
5259,I got up early [MASK] morning.  ,this
5260,Those messages are orders from [MASK] restaurant! ,this
5261,[MASK] is a picture of a dinosaur museum.,This
5262,[MASK] pen was 150 yen last week.,This
5263,Don't miss [MASK] sale!,this
5264,[MASK] is the dining hall.,This
5265,So I remember [MASK] hall from many scenes.,this
5266,"After [MASK] little fight, Ben took the cow.",this
5267,What’s [MASK]?,this
5268,Take down [MASK] bridge right now!,this
5269,[MASK] is Meg.,This
5270,[MASK] are universal design products.,These
5271,I learned an important lesson from [MASK] experience.,this
5272,"For example, look at [MASK] plastic bottle.",this
5273,"Now, look at [MASK] picture.",this
5274,"[MASK] days, many public places use the idea of universal design.",These
5275,"[MASK] days, rakugo is spreading to other countries.",These
5276,Look at [MASK] picture.,this
5277,"[MASK] is my town in Fujian, China.",This
5278,I live in one of [MASK] houses.,these
5279,"Oh, then you should see [MASK] movie, Dolphin Tale.",this
5280,It’s more interesting than [MASK] book.,this
5281,[MASK] movie is a true story of the bond between people and animals.,This
5282,I like [MASK] jackets.,these
5283,How about [MASK] orange one?,this
5284,"Oh, [MASK] is nice.",this
5285,It’s the most popular comic [MASK] year.,this
5286,"In [MASK] program, children can borrow instruments and become a member of an orchestra.",this
5287,"When you are in a place like [MASK], you can use a solar cooker.  ",this
5288,"We get most of [MASK] energy from gas and oil, but they are limited.",this
5289,"There are other examples of [MASK] energy, such as water, wind, and natural heat in the ground.",this
5290,[MASK] is a famous painting by Vincent van Gogh.,This
5291,Some ukiyo-e prints are shown in [MASK] painting.,this
5292,Was [MASK] picture also painted by the same person?,this
5293,[MASK] idea makes me happy.,This
5294,[MASK] dish is delicious. ,This
5295,[MASK] is called a yunomi.,This
5296,[MASK] yunomi is Arita ware from Saga Prefecture.,This
5297,I told [MASK] story to Sayuri.,this
5298,Look at [MASK] picture.,this
5299,The oxygen in [MASK] classroom may come from Brazil!,this
5300,"[MASK] animals have been there for a long time, but they're losing their home now.",These
5301,I've been worried about [MASK] problem since I was in elementary school.,this
5302,Have you ever seen [MASK] mark?,this
5303,Are [MASK] all fair trade products?,these
5304,Fair trade can solve [MASK] problems.,these
5305,I’ll never forget [MASK] trip.,this
5306,Seeing an aurora was also one of the purposes of [MASK] trip.,this
5307,[MASK] has become the best memory of my junior high school days so far.,This
5308,[MASK] Week’s Evacuation Drill,This
5309,Look at [MASK] robots playing the taiko drums.,these
5310,[MASK] is Erika.,This
5311,[MASK] is a book I brought from the United States.,This
5312,[MASK] are some of the people I found in it.,These
5313,[MASK] are my reasons.,These
5314,[MASK] is the greatest experience that I’ve had in my school life.  ,This
5315,"Why did I receive [MASK] mysterious cards, not the dentist’s ones?",these
5316,Why did you give me [MASK] cards?,these
5317,Michio tried to show [MASK] feeling of freedom and wonder in his photographs.  ,this
5318,We saw many interesting [MASK].,things
5319,My sister and I are going to see many [MASK].,things
5320,Now I'm looking at the real [MASK].,thing
5321,We can see so many [MASK] in our travels.,things
5322,We have many [MASK] to do.,things
5323,"For my future, I have many [MASK] to learn.",things
5324,"In a cafeteria, three classmates are talking about scary [MASK].",things
5325,It’s the best [MASK] for her.,thing
5326,"Through the years , it has seen many [MASK].",things
5327,So we discussed [MASK] a lot and sometimes argued.  ,things
5328,Why do you [MASK] so?,think
5329,I [MASK] universal designs are great.,think
5330,I [MASK] it’s great because the products are useful for everyone.,think
5331,Oh . . . I [MASK] it takes about ten minutes.,think
5332,Some doctors [MASK] that laughter is also good for our health.,think
5333,Don’t you [MASK] they look interesting?,think
5334,"Oh, he understands me, Tsutomu [MASK].",thought
5335,Sawyer [MASK] of an idea.,thinks
5336,I [MASK] the power of music is great.,think
5337,I [MASK] manga and anime will be traditional Japanese arts like ukiyo-e someday.,think
5338,I [MASK] choosing fair trade products is one way to support them.,think
5339,"I [MASK] it was beautiful, too.",thought
5340,And I [MASK] it’s important to keep the past in mind.,think
5341,"Deepa, what do you [MASK]?",think
5342,I [MASK] robots make our lives better because they help us in many ways.,think
5343,I [MASK] they’re necessary for our future.,think
5344,"In my opinion, you should keep [MASK] about the best way to live with robots.",thinking
5345, I [MASK] that we should have school uniforms.,think
5346,I [MASK] that we should also have school uniforms in the United States.,think
5347,Rudolf did not [MASK] that he should tell her about the cards.,think
5348,"On his way home, Rudolf [MASK] about his day.  ",thought
5349,Maybe Michio’s Alaskan photographs will encourage us to [MASK] about the beautiful Earth we share.,think
5350,"[MASK], English.",Third
5351,There are living rooms and bedrooms on the [MASK] and fourth floors.,third
5352,"[MASK], a solar cooker is safe because it does not make smoke.  ",Third
5353,More than one [MASK] of the people in the world burn firewood indoors to cook.  ,third
5354,"[MASK], when we wear school uniforms, we can feel that we belong to our school.",Third
5355,He entered the building and climbed to the [MASK] floor.  ,third
5356,Say [MASK] again.,that
5357,[MASK]'s my pen.,That
5358,Is [MASK] an amusement park?,that
5359,[MASK]'s a nice T-shirt.,That
5360,Is [MASK] all?,that
5361,We don’t use [MASK] in my country.,that
5362,[MASK]’s good.,That
5363,[MASK]’sinteresting.,That
5364,[MASK]’s interesting.,That
5365,"Oh, [MASK]’s Harry Potter.",that
5366,"I like [MASK] one, Winnie-the-Pooh.",that
5367,Whose book is [MASK]?,that
5368,Who’s [MASK]?,that
5369,"Oh, [MASK]’s OK.",that
5370,We love [MASK] mountain.,that
5371,"[MASK]’s strange, one hunter said.  ",That
5372,[MASK] messages are orders from this restaurant! ,Those
5373,[MASK] means….,That
5374,[MASK] eyes are watching us!,Those
5375,"Oh, did you buy [MASK]?",that
5376,Both students and teachers danced in the cafeteria on [MASK] day.,that
5377,Look at [MASK] clock tower beside the Thames.,that
5378,"Now, we're going to ride [MASK] big Ferris wheel.",that
5379,"Hey, [MASK]’s my cow.",that
5380,"No, [MASK]’s my cow.",that
5381,Look at [MASK] small stream over there.,that
5382,Why did you do [MASK]?,that
5383,"The food tastes delicious, but I can’t eat [MASK] much.",that
5384,Did you know [MASK] shampoo bottles have bumps?,that
5385,Some doctors think [MASK] laughter is also good for our health.,that
5386,[MASK]’s interesting.,That
5387,"When Tsutomu stopped talking, he found [MASK] the minister was crying.",that
5388,You’re the only one in the world with a voice like [MASK].,that
5389,[MASK] scene is the most impressive in the movie.,That
5390,Winter knows [MASK] Sawyer saved her life.,that
5391,"Oh, [MASK]’s cool.",that
5392,Imagine [MASK] you live on a high mountain.  ,that
5393,"At [MASK] time, Japanese culture was popular in Europe.",that
5394,"I knew little about them before, but I learned [MASK] both are much loved in foreign countries.",that
5395,I also learned [MASK] ukiyo-e was pop culture in Japan during the Edo period.,that
5396,Isn't [MASK] great?,that
5397,How did you know [MASK]?,that
5398,[MASK] forest produces about twenty percent of the world's oxygen.,That
5399,[MASK]'s almost twice the size of Japan.,That
5400,The children in today’s video don’t know [MASK] cacao is made into chocolate.,that
5401,I was surprised to hear [MASK].,that
5402,What can we do for [MASK] children?,those
5403,Is [MASK] OK?,that
5404,[MASK]’s perfect.,That
5405,We can’t experience [MASK] in a city.,that
5406,"I heard a lullaby [MASK] night, too.",that
5407,"On the morning of [MASK] day, a big bomb fell on the city of Hiroshima.",that
5408,I was very sad when I saw [MASK] people.,those
5409,[MASK]’s true.,That
5410,[MASK] violin was very special to everyone there.,That
5411,[MASK]’s right.,That
5412,"Not long ago, robots like [MASK] were just a dream.",those
5413,Robots are so efficient [MASK] they’re taking people’s jobs away.,that
